transaction_amount,hour_of_day,is_weekend,num_items,customer_age,prev_transactions,distance_from_home,device_type,network_quality,is_first_transaction,store_type,velocity_score,is_fraud
149.813340972357,3.0,0.0,2.0,33.72807860515853,0.0,4.94943726401951,2.0,85.07051222457841,0.0,0.0,4.616178514374218,0
115.55549955715976,2.0,0.0,4.0,53.59086330574286,,7.592580381927472,0.0,54.46571596934653,0.0,0.0,7.35657075595327,0
204.42213864349625,2.0,0.0,6.0,35.3914220219503,0.0,,1.0,90.41559551088014,0.0,0.0,3.0049360886500676,0
111.92774768868696,2.0,0.0,2.0,25.960339165275364,3.0,48.286844512725224,0.0,85.17212212052725,1.0,1.0,3.5717230912488245,0
51.206337351133364,3.0,1.0,4.0,22.668009675177046,2.0,50.46169889240751,0.0,79.9525297451408,1.0,0.0,7.476094735974517,0
132.97256205568058,2.0,0.0,3.0,,4.0,,0.0,59.2524590848576,0.0,0.0,4.212582040781253,1
135.17139583936543,2.0,0.0,1.0,45.14085583173896,,,1.0,90.25709377478057,0.0,0.0,,0
149.13415713849707,3.0,1.0,5.0,49.654292189082696,4.0,1.9689490268254703,1.0,85.26200159006393,1.0,0.0,4.421952371036075,0
95.1042376778548,,0.0,5.0,18.0,0.0,38.080652628076216,1.0,,0.0,0.0,5.941488212027501,0
106.13351579973978,1.0,0.0,3.0,27.743613927017165,,44.32172219293305,1.0,,0.0,0.0,5.809429053650322,0
95.40776178325224,2.0,0.0,4.0,30.85633947237682,,,2.0,74.69537787132221,0.0,0.0,4.390879480195458,0
82.89256744363806,2.0,0.0,5.0,35.75180558514749,4.0,7.07586892424376,0.0,58.82078577904382,0.0,0.0,7.7158330429509245,0
110.03493471444392,3.0,0.0,3.0,39.444183322096876,6.0,51.640164610168235,0.0,88.52725265835434,0.0,,6.0469388838034135,0
,3.0,1.0,1.0,21.293085203884523,10.0,,1.0,85.54391580172941,,0.0,0.7394101663911883,0
187.47919521027103,2.0,0.0,2.0,59.43021853249914,11.0,,0.0,97.74445936474748,0.0,,4.530952115108323,0
151.25545762908868,3.0,0.0,2.0,21.99362476589338,2.0,,0.0,86.48428900063922,0.0,0.0,2.63665664207277,0
232.21716735085175,3.0,0.0,5.0,22.17962912082639,0.0,8.513160897953538,2.0,55.490626590809455,0.0,0.0,3.321139216026057,0
124.3936142435537,2.0,0.0,5.0,58.60212676407947,5.0,1.0632590248401967,1.0,,0.0,0.0,7.132741212823323,0
116.20419846973975,2.0,0.0,4.0,67.2144172817222,1.0,35.169392409992476,1.0,78.59873310412766,0.0,0.0,7.656625991699279,0
122.89028049628924,2.0,0.0,1.0,18.06711234106689,1.0,11.898923861919032,0.0,52.62340730076596,0.0,1.0,2.92379941331057,0
40.84719076328055,3.0,0.0,5.0,19.617231849046274,0.0,45.89229380993818,,66.7610204451272,0.0,0.0,4.460497716946426,0
26.751262694755553,3.0,0.0,2.0,40.57353194922041,4.0,,0.0,68.24373997085881,0.0,0.0,,0
73.43928526962007,2.0,0.0,1.0,22.43315564152227,0.0,,0.0,79.03063882202385,0.0,0.0,7.949255655230283,0
1.6465148206423805,2.0,0.0,4.0,28.178690517354646,0.0,4.098308869000509,2.0,50.84172881181256,0.0,0.0,2.6874546380120856,0
82.74265594309864,2.0,1.0,4.0,22.584507840553044,11.0,,2.0,98.35030602680189,0.0,1.0,3.8091886031479154,0
12.063025678844284,2.0,0.0,1.0,18.0,3.0,32.209498152429944,2.0,55.5033963760012,1.0,0.0,9.780963098211252,1
276.4527593785242,2.0,0.0,1.0,30.777187127936585,5.0,20.892585184828175,0.0,,0.0,0.0,3.1240037696964578,0
149.50831194796444,3.0,0.0,0.0,18.0,9.0,57.76623952645894,0.0,70.52332922753727,0.0,0.0,,1
142.48059942581065,2.0,0.0,2.0,35.45050782075176,3.0,10.570789706481413,0.0,80.28610471157099,0.0,0.0,7.447312674498647,0
122.79438860408038,3.0,0.0,1.0,64.45748130109816,0.0,,1.0,26.11687765997339,0.0,0.0,,0
99.02901970561336,3.0,0.0,4.0,35.81348593774069,4.0,29.53474896101495,1.0,70.05790085373872,0.0,1.0,3.901304538285218,0
146.08250559622297,3.0,0.0,6.0,67.33204471942452,3.0,12.144158594953371,0.0,68.40587364142091,1.0,0.0,,0
155.31157794299844,1.0,0.0,5.0,30.871662246270965,8.0,9.432312408741293,0.0,66.34624115318307,0.0,0.0,9.448680849277034,0
67.51173865758665,2.0,0.0,5.0,18.0,0.0,0.9799913446783132,2.0,,0.0,0.0,,0
120.2106432638666,2.0,0.0,2.0,28.595575063122645,2.0,8.553773455593799,0.0,62.29201937614991,0.0,1.0,4.640393604098062,0
126.88149514749398,3.0,1.0,1.0,18.0,18.0,14.905341763858903,1.0,82.69251257413916,0.0,0.0,4.2600102254203085,0
117.41708696230634,1.0,0.0,2.0,48.323301667742214,9.0,2.115487581883889,0.0,62.784890785281874,0.0,1.0,5.441279650752108,0
91.78323970573044,2.0,0.0,2.0,29.709962639918462,7.0,10.200957709994286,2.0,40.58572587790493,0.0,0.0,4.012212603437663,1
108.21473826852845,3.0,0.0,2.0,33.58547266309358,7.0,,1.0,51.93634789711623,0.0,0.0,7.01786564576787,0
89.98237111029181,3.0,0.0,2.0,36.63915514625782,3.0,34.738989554940616,0.0,53.184056800218364,0.0,0.0,1.9049618911041692,0
172.3898209228933,2.0,0.0,3.0,,,8.303811378152814,0.0,42.68670149666563,0.0,0.0,3.210124974564473,0
101.70762087440123,2.0,0.0,1.0,19.284096486730224,1.0,9.67756677046074,1.0,98.86528187398119,0.0,0.0,6.864432611387013,1
96.3013568202811,3.0,0.0,3.0,,13.0,46.35159107265679,0.0,100.0,0.0,0.0,5.157950545126039,1
58.195416489018676,2.0,0.0,3.0,38.587950469999285,1.0,,0.0,,0.0,0.0,3.504185315034676,0
130.33615295680914,2.0,0.0,2.0,18.0,3.0,34.6237413570036,0.0,78.0277390483688,0.0,0.0,4.704766651423267,0
132.77019149251186,2.0,0.0,3.0,44.17956310787325,0.0,3.9139391006652815,0.0,100.0,0.0,0.0,5.577056377891821,0
194.88835083729884,,0.0,2.0,21.885142779865177,6.0,43.04343421654144,0.0,48.22243688072666,0.0,1.0,-0.8730997844597477,0
1.0,2.0,0.0,3.0,61.95717202757288,15.0,0.9075071260212814,2.0,71.82744999281766,1.0,0.0,8.022587487586428,0
94.77753907312642,2.0,0.0,2.0,,0.0,33.86398267228562,,69.31594785141202,0.0,1.0,8.672301782227333,0
,1.0,0.0,2.0,29.19397089996244,1.0,19.543928063005144,0.0,80.79791430514588,0.0,0.0,4.461974347118389,0
,3.0,0.0,1.0,28.064425268296716,6.0,10.654408947792039,0.0,52.0695465425093,0.0,1.0,5.755369552183544,0
105.4785790038929,2.0,0.0,1.0,45.50533592685603,3.0,10.296125660419039,0.0,55.55523229944109,,0.0,,1
116.75290145420587,3.0,0.0,3.0,25.849869028072405,1.0,12.117106004078197,0.0,100.0,0.0,0.0,4.9500312503266635,0
83.98074702816028,2.0,0.0,4.0,66.29583438927358,5.0,8.458986762750095,1.0,63.3287438541592,0.0,0.0,5.954237439607676,1
101.62035066700682,,0.0,2.0,27.35440423725149,0.0,,2.0,74.51649580459916,0.0,1.0,4.186909392382825,0
94.99229617600236,2.0,0.0,4.0,,0.0,1.5058110107615665,0.0,93.22011173115396,0.0,0.0,,0
63.481668414143165,2.0,0.0,2.0,53.86817690518858,1.0,29.090422368128454,1.0,41.55449388043193,0.0,0.0,5.079875167779937,0
67.40819460989204,2.0,0.0,4.0,37.53942578767909,15.0,14.034261199735623,2.0,72.18489986276256,0.0,1.0,6.2606409536072105,0
142.6216667398112,2.0,0.0,4.0,32.68582540855096,,4.110236023178706,0.0,77.47924135155196,0.0,0.0,8.02790963853341,1
104.37368768403697,2.0,0.0,1.0,41.19348893131784,0.0,10.54045305167467,2.0,85.89447303860227,0.0,0.0,2.6416841217830282,0
68.33843016425115,3.0,0.0,2.0,29.553020997881625,4.0,106.51908826150765,0.0,80.42501076889154,0.0,1.0,3.8516339226181744,1
33.95608223113412,3.0,0.0,0.0,46.58638116630843,2.0,4.768059689351421,1.0,80.80548426134406,1.0,0.0,7.967123302502767,0
93.81355268625819,2.0,0.0,1.0,37.62940363337191,1.0,27.039835423957282,0.0,71.20101344608128,0.0,0.0,6.109868706233907,0
162.61418309783198,,0.0,3.0,18.832262692922992,22.0,68.4699006255565,2.0,81.42687707462179,0.0,0.0,5.283635392267912,0
174.7469113726618,2.0,0.0,1.0,43.88611991088837,1.0,25.46341403825557,0.0,67.92080251410457,0.0,0.0,3.378177084025106,0
76.3080326464542,3.0,0.0,4.0,,1.0,,0.0,64.51427399854254,0.0,0.0,5.382808730390231,0
39.51526285794462,3.0,1.0,2.0,,0.0,1.4587385085163231,2.0,92.5991942263455,0.0,1.0,4.137738246553487,0
151.34931316598662,2.0,0.0,4.0,32.201964494635185,6.0,,0.0,,1.0,1.0,6.0494876531868575,0
128.2754822815772,,0.0,4.0,18.0,1.0,82.82694481784172,2.0,23.909073358161812,0.0,0.0,5.484368866692608,1
122.52478618890174,2.0,0.0,,25.04572580855035,0.0,,2.0,83.66827024248641,0.0,0.0,5.370903363105151,0
122.60339191298355,2.0,0.0,4.0,18.927638023356522,13.0,31.957809799408587,0.0,100.0,0.0,0.0,4.220763272141542,0
38.04464621730496,2.0,0.0,2.0,,1.0,27.46282772218696,0.0,87.98376428207959,0.0,1.0,8.556496078009424,1
127.5942985911077,3.0,0.0,2.0,29.99820235961419,0.0,25.13989047293821,0.0,91.89008614012774,0.0,1.0,2.7374385340474863,1
173.20886193762186,1.0,0.0,3.0,48.61017511818217,10.0,2.1727399939125034,1.0,72.99009883329153,0.0,1.0,3.945386393462158,0
66.2145960419194,1.0,1.0,1.0,40.66626669842569,0.0,4.018334269800546,0.0,59.085871778860984,0.0,1.0,0.4625167748357333,1
122.86402023076205,3.0,1.0,1.0,40.37970287059674,1.0,24.639747542004006,0.0,,,1.0,9.222639370746741,0
88.23630450137806,2.0,0.0,1.0,51.60887824896858,4.0,,1.0,81.75851568382038,0.0,0.0,4.632532954786757,0
170.5229572601752,1.0,,2.0,43.47827671733109,17.0,0.23822247182840212,1.0,80.65227561067044,0.0,1.0,,0
73.47494261947362,2.0,0.0,4.0,37.750280566311254,2.0,13.369305664238798,0.0,95.95038688063852,0.0,0.0,5.173728981098562,1
1.0,1.0,0.0,4.0,47.21346214813066,10.0,10.140965115030442,0.0,93.0940946382698,0.0,1.0,5.36763667104645,0
25.040939902115085,3.0,0.0,5.0,,,11.840212797168217,0.0,63.57059025382764,0.0,0.0,6.023261030559723,0
148.47845128764533,2.0,0.0,3.0,47.592238553732685,0.0,1.9908633589438889,1.0,66.53848183088249,0.0,0.0,6.1233297123806665,0
151.17653220926724,3.0,0.0,3.0,79.00104489816576,0.0,16.288947641732303,1.0,74.9424087595072,0.0,0.0,,0
94.83891235337519,3.0,1.0,5.0,,6.0,10.512012592195472,1.0,60.166460067623625,0.0,0.0,6.6874340113344,0
121.6108345379627,3.0,,5.0,44.10033531569295,0.0,32.60768040371041,1.0,83.66656195781746,0.0,0.0,4.831143703165366,0
78.65979025323712,2.0,0.0,3.0,50.735500684829574,2.0,,1.0,49.33461852205244,0.0,1.0,4.153144792521198,0
138.04233271557388,1.0,0.0,5.0,23.728198600381155,6.0,13.564874795071166,0.0,83.93060647866375,0.0,0.0,5.810604974706213,0
1.0,2.0,0.0,2.0,29.578530957007004,1.0,52.16357001974908,0.0,49.36239725901594,0.0,0.0,4.3398949710864745,1
129.95516659317974,3.0,0.0,1.0,34.8258468223818,0.0,8.238126581376278,1.0,57.312612680794885,0.0,1.0,6.0895311760362665,0
34.14340400267075,2.0,0.0,3.0,33.48607436394476,6.0,19.5002651578537,0.0,74.46740760407289,0.0,0.0,4.293738922605892,0
95.58185203973323,3.0,,4.0,56.6842531805083,6.0,33.37158127790574,0.0,61.88024896058448,0.0,0.0,0.02000270435754814,1
174.20580142679825,2.0,0.0,1.0,64.41459684647859,1.0,55.6673656829617,1.0,72.552826742257,0.0,0.0,,0
49.91899950525423,2.0,0.0,5.0,18.0,1.0,20.972133241503293,0.0,87.95132900738324,,1.0,,1
96.96695930926896,3.0,0.0,3.0,,10.0,9.124338163460092,0.0,41.485068802700106,0.0,0.0,,0
226.49638746259762,3.0,0.0,3.0,18.0,3.0,35.01380529533639,1.0,,0.0,0.0,1.0704425523972154,0
112.03765897442841,2.0,0.0,6.0,35.59616373780245,0.0,3.0488379704228543,0.0,100.0,0.0,0.0,6.71023752766477,0
108.82207776386126,2.0,0.0,4.0,,3.0,105.12478137749027,0.0,52.1051868382353,0.0,0.0,,0
109.93400047737035,3.0,0.0,3.0,43.19146280487436,,6.223067502346789,2.0,93.61574880313427,0.0,0.0,,0
48.237883879031294,2.0,0.0,1.0,31.78992258857455,14.0,44.57613171283377,1.0,56.50236509141678,0.0,1.0,6.7585157898201675,0
185.11074723176188,2.0,0.0,1.0,,5.0,,1.0,39.93930931567575,0.0,0.0,4.547067054723589,0
168.40396752443007,2.0,0.0,4.0,26.734164817660627,3.0,5.91329677770299,0.0,57.17079286276958,0.0,0.0,,0
75.55569404781544,2.0,1.0,5.0,,4.0,12.991863509201307,0.0,68.00855568960894,0.0,0.0,8.116769000796031,0
30.994927089255427,3.0,0.0,1.0,37.56444432409538,3.0,22.663761778818703,0.0,87.98996798003014,0.0,0.0,5.7267505229768325,0
69.94367236655765,2.0,0.0,2.0,30.519666891760057,4.0,9.796972364263583,2.0,49.6788192259657,0.0,1.0,4.069589672558615,0
100.43918274490738,3.0,0.0,3.0,51.099346034184194,0.0,18.874510339071964,0.0,100.0,,0.0,5.178896084354177,0
1.0,3.0,0.0,6.0,43.02015456744962,0.0,0.5222592973064097,0.0,62.97430687775467,0.0,0.0,7.2847247028753905,0
48.40168580764102,2.0,1.0,2.0,36.224655669800285,2.0,0.23679662655529304,,80.29796107085795,0.0,1.0,2.246550937624915,0
131.2754008415518,3.0,1.0,2.0,39.66185775045149,4.0,85.21743441655414,1.0,,0.0,0.0,4.965221389821975,0
,2.0,0.0,2.0,,1.0,1.8673122852079604,0.0,57.26973171824359,0.0,1.0,7.1783790486294965,0
128.14846183452855,2.0,1.0,2.0,32.357354293825765,4.0,13.102633150505039,,62.18754247598207,0.0,1.0,3.842767842951564,0
21.180392150787526,1.0,0.0,3.0,46.749370817155395,5.0,21.2749511629998,1.0,34.92888633913311,0.0,0.0,1.306620702561676,0
42.33337983971275,3.0,0.0,3.0,30.923713649182588,15.0,6.517540165764812,0.0,62.863639745402395,0.0,1.0,3.2353999376319793,0
211.57494555138743,2.0,1.0,1.0,60.97475651064322,4.0,1.276664129710782,1.0,80.98052863356412,0.0,1.0,2.2653504525025263,1
,2.0,0.0,6.0,46.298306254088814,3.0,5.915348074053986,1.0,59.36271128540122,0.0,1.0,6.804643308038456,0
108.61271932055188,2.0,0.0,1.0,23.825453844918304,8.0,11.994893871213018,1.0,75.12535620475782,,0.0,6.277383931139479,1
70.60718475459998,3.0,0.0,5.0,26.606652976667384,0.0,43.01641875970168,0.0,42.72230795676435,0.0,0.0,4.899012806134282,0
50.27857391001039,2.0,0.0,6.0,36.98545924304665,1.0,25.71481783238387,0.0,69.53622895562782,0.0,0.0,6.758460866745907,0
143.80869658465377,2.0,0.0,,24.740995152045556,4.0,44.1445212996841,2.0,100.0,0.0,0.0,3.213450683600641,0
136.7318772729665,3.0,0.0,2.0,40.42074091702231,8.0,8.559257141532076,1.0,63.36035742054873,0.0,1.0,7.4615899253472,0
92.07311537917717,3.0,0.0,5.0,29.117911855448952,6.0,33.96064306893252,0.0,100.0,1.0,0.0,,0
168.34371337222623,3.0,0.0,5.0,18.0,8.0,9.389246280765303,1.0,61.7979231622199,0.0,0.0,4.164571262518149,0
106.69791902901177,2.0,0.0,2.0,,4.0,3.360111344396735,1.0,100.0,0.0,0.0,6.611120362804882,1
,2.0,0.0,3.0,46.81978179930614,1.0,2.3451331770064816,1.0,41.981462333116106,0.0,1.0,3.4503349215271166,1
88.67605540492366,2.0,0.0,2.0,53.77554283818774,11.0,16.36516214708354,1.0,80.24364223047873,0.0,0.0,6.403195116534743,0
189.9362509175656,3.0,0.0,3.0,47.864246982143925,2.0,2.267646636573493,1.0,78.24334296250693,0.0,0.0,4.783677573134223,0
115.40252697520512,2.0,0.0,2.0,29.751237599794703,4.0,6.848594165751662,0.0,75.7607840917204,0.0,0.0,5.91811271887455,0
120.84007872415569,3.0,0.0,7.0,59.79816972452841,0.0,1.5843386269250512,1.0,59.10790599090608,0.0,0.0,,0
158.29582601276115,2.0,0.0,2.0,58.14856105720934,2.0,35.41572803155509,0.0,81.38504191751763,0.0,0.0,5.438229639997055,0
,2.0,0.0,2.0,34.97982117689971,13.0,27.750700814645363,1.0,71.2500599089243,0.0,0.0,,0
113.40252137948767,2.0,0.0,3.0,18.0,4.0,31.464795709248705,1.0,78.81589392337189,0.0,1.0,5.089034831392467,1
159.09450212794468,3.0,0.0,4.0,29.231362963673206,5.0,10.481791615803274,0.0,63.6957694519629,0.0,0.0,5.884212367088723,0
194.6095880416534,3.0,0.0,,21.824246088178768,6.0,31.0029440530378,0.0,66.05377789219708,0.0,,5.760060776259086,0
97.72438773493789,2.0,0.0,2.0,56.85999206202666,0.0,44.41919911753238,2.0,87.92994772614847,0.0,0.0,6.23059467464129,0
78.52972294373735,2.0,1.0,2.0,47.75905485525876,5.0,,0.0,55.66924226858066,0.0,0.0,3.865640465927627,0
119.72899927421096,2.0,0.0,3.0,18.0,1.0,27.111243839335636,0.0,55.99704768937239,0.0,1.0,4.152931730665144,0
124.69886911028223,2.0,0.0,5.0,35.32212823643728,10.0,3.1100951165959816,0.0,83.22337701558386,0.0,0.0,8.595707624516178,1
,3.0,0.0,1.0,37.733031168391165,0.0,18.818770570731978,0.0,,,0.0,6.891318813409233,0
91.58704327562292,2.0,0.0,5.0,18.0,0.0,21.44641861593247,0.0,93.33077139366387,0.0,1.0,,0
107.25318729796908,3.0,0.0,3.0,,3.0,43.62166099680274,0.0,69.60181712160231,0.0,0.0,5.5732880820748925,0
67.53175901930595,3.0,0.0,2.0,18.0,5.0,6.063919296698546,0.0,84.64761354712385,0.0,0.0,3.744865186015584,0
98.4470533564549,1.0,0.0,3.0,48.51636259004305,2.0,42.940021332209945,0.0,100.0,0.0,0.0,5.815535144318352,0
93.75565573249663,2.0,0.0,0.0,41.53838263217573,9.0,20.23121720179147,1.0,97.8453620959878,0.0,0.0,7.856881122042699,0
95.04528498793655,2.0,0.0,5.0,25.285418018858124,1.0,26.58924493459134,0.0,100.0,0.0,0.0,6.111663111925352,0
39.52615322905974,3.0,0.0,3.0,18.0,5.0,46.93198714305819,1.0,78.59287500911863,0.0,1.0,3.690605511310687,0
,2.0,0.0,2.0,,3.0,9.89741132979834,0.0,66.78398563236902,0.0,0.0,3.744557197760177,0
181.19424964055762,1.0,0.0,4.0,18.0,1.0,2.5628011435749185,1.0,83.72133483532346,0.0,0.0,,1
109.7421170135069,,0.0,4.0,28.766214868148314,6.0,5.927151213693936,0.0,,0.0,0.0,,0
111.21082021453965,2.0,1.0,3.0,,15.0,4.328423838660163,0.0,67.19863358023785,0.0,1.0,7.115258980098634,0
83.14570144409804,2.0,0.0,3.0,36.27248638485381,0.0,36.31240834084713,,50.39131140345168,1.0,0.0,3.067004003508555,0
69.75466180359126,2.0,0.0,3.0,46.54018415465166,8.0,62.544728883017896,0.0,68.93315652111364,0.0,0.0,1.4231083297782496,1
,2.0,0.0,2.0,40.0426089089071,5.0,,0.0,54.01389223001193,0.0,0.0,4.431188967625886,0
